AÑO_ACCIDENTE,MES_ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS
2016,5,herido,Pasajero,Choque,M,28,1
2016,5,herido,Pasajero,Choque,M,29,1
2016,5,herido,Pasajero,Choque,M,30,1
2016,5,herido,Pasajero,Choque,M,32,2
2016,5,herido,Pasajero,Choque,M,36,1
2016,5,herido,Pasajero,Choque,M,37,1
2016,5,herido,Pasajero,Choque,M,38,1
2016,5,herido,Pasajero,Choque,M,40,1
2016,5,herido,Pasajero,Choque,M,41,1
2016,5,herido,Pasajero,Choque,M,48,1
2016,5,herido,Pasajero,Choque,M,53,1
2016,5,herido,Pasajero,Choque,M,56,1
2016,5,herido,Pasajero,Choque,M,6,1
2016,5,herido,Pasajero,Choque,M,63,1
2016,5,herido,Pasajero,Choque,M,64,1
2016,5,herido,Pasajero,Otro,F,20,1
2016,5,herido,Pasajero,Otro,M,30,1
2016,5,herido,Peaton,Atropello,F,10,1
2016,5,herido,Peaton,Atropello,F,33,1
2016,5,herido,Peaton,Atropello,F,43,1
2016,5,herido,Peaton,Atropello,F,67,1
2016,5,herido,Peaton,Atropello,F,71,1
2016,5,herido,Peaton,Atropello,M,20,1
2016,5,herido,Peaton,Atropello,M,21,1
2016,5,herido,Peaton,Atropello,M,31,1
2016,5,herido,Peaton,Atropello,M,33,1
2016,5,herido,Peaton,Atropello,M,52,1
2016,5,herido,Peaton,Atropello,M,57,1
2016,5,herido,Peaton,Atropello,M,81,1
2016,5,muerto,Peaton,Atropello,M,58,1
2016,5,muerto,Peaton,Choque,M,60,1
2016,6,herido,Acompañante,Choque,F,15,1
2016,6,herido,Acompañante,Choque,F,41,1
2016,6,herido,Acompañante,Choque,F,60,1
2016,6,herido,Acompañante,Choque,M,18,1
2016,6,herido,Acompañante,Choque,M,21,1
2016,6,herido,Acompañante,Choque,M,22,1
2016,6,herido,Acompañante,Choque,M,75,1
2016,6,herido,Acompañante,Choque,M,85,1
2016,6,herido,Ciclista,Choque,M,21,1
2016,6,herido,Ciclista,Choque,M,39,1
2016,6,herido,Conductor,Choque,M,-1,1
2016,6,herido,Conductor,Choque,M,49,1
2016,6,herido,Motociclista,Choque,F,22,1
2016,6,herido,Motociclista,Choque,F,34,1
2016,6,herido,Motociclista,Choque,M,-1,7
2016,6,herido,Motociclista,Choque,M,18,2
2016,6,herido,Motociclista,Choque,M,19,1
2016,6,herido,Motociclista,Choque,M,20,1
2016,6,herido,Motociclista,Choque,M,22,2
2016,6,herido,Motociclista,Choque,M,23,1
2016,6,herido,Motociclista,Choque,M,24,1
2016,6,herido,Motociclista,Choque,M,25,1
2016,6,herido,Motociclista,Choque,M,29,2
2016,6,herido,Motociclista,Choque,M,30,1
2016,6,herido,Motociclista,Choque,M,34,1
2016,6,herido,Motociclista,Choque,M,35,1
2016,6,herido,Motociclista,Choque,M,39,1
2016,6,herido,Motociclista,Choque,M,50,1
2016,6,muerto,Motociclista,Choque,M,38,1
2016,6,muerto,Motociclista,Choque,M,42,1
2016,6,herido,Otros,Choque,F,1,1
2016,6,herido,Pasajero,Atropello,M,66,1
2016,6,herido,Pasajero,Caida Ocupante,F,63,1
2016,6,herido,Pasajero,Caida Ocupante,M,31,1
2016,6,herido,Pasajero,Choque,F,23,1
2016,6,herido,Pasajero,Choque,F,26,1
2016,6,herido,Pasajero,Choque,F,36,1
2016,6,herido,Pasajero,Choque,F,49,1
2016,6,herido,Pasajero,Choque,F,63,1
2016,6,herido,Pasajero,Choque,M,19,1
2016,6,herido,Pasajero,Choque,M,20,1
2016,6,herido,Pasajero,Choque,M,29,1
2016,6,herido,Pasajero,Choque,M,31,1
2016,6,herido,Peaton,Atropello,F,42,1
2016,6,herido,Peaton,Atropello,F,65,1
2016,6,herido,Peaton,Atropello,M,16,1
2016,6,herido,Peaton,Atropello,M,31,1
2016,6,herido,Peaton,Atropello,M,32,1
2016,6,herido,Peaton,Atropello,M,47,2
2016,6,herido,Peaton,Atropello,M,48,1
2016,6,muerto,Peaton,Atropello,M,37,1
2016,6,muerto,Peaton,Atropello,M,66,1
2016,7,herido,Acompañante,Atropello,M,32,1
2016,7,herido,Acompañante,Choque,F,29,1
2016,7,herido,Acompañante,Choque,M,20,1
2016,7,herido,Acompañante,Choque,M,23,1
2016,7,herido,Acompañante,Choque,M,28,1
2016,7,herido,Acompañante,Choque,M,32,1
2016,7,herido,Acompañante,Choque,M,34,1
2016,7,herido,Acompañante,Choque,M,37,1
2016,7,herido,Ciclista,Choque,M,-1,1
2016,7,herido,Ciclista,Choque,M,52,1
2016,7,herido,Ciclista,Choque,M,62,1
2016,7,herido,Conductor,Choque,M,-1,1
2016,7,herido,Conductor,Choque,M,24,1
2016,7,herido,Conductor,Choque,M,32,1
2016,7,herido,Conductor,Choque,M,40,2
2016,7,herido,Conductor,Choque,M,54,1
2016,7,herido,Motociclista,Atropello,M,-1,1
2016,7,herido,Motociclista,Atropello,M,26,1
2016,7,herido,Motociclista,Choque,F,31,1
2016,7,herido,Motociclista,Choque,F,34,1
2016,7,herido,Motociclista,Choque,M,-1,18
2016,7,herido,Motociclista,Choque,M,21,1
2016,7,herido,Motociclista,Choque,M,22,1
2016,7,herido,Motociclista,Choque,M,23,1
2016,7,herido,Motociclista,Choque,M,26,1
2016,7,herido,Motociclista,Choque,M,27,5
2016,7,herido,Motociclista,Choque,M,32,1
2016,7,herido,Motociclista,Choque,M,33,2
2016,7,herido,Motociclista,Choque,M,36,1
2016,7,herido,Motociclista,Choque,M,39,1
2016,7,herido,Motociclista,Choque,M,41,1
2016,7,herido,Motociclista,Choque,M,54,1
2016,7,herido,Motociclista,Otro,M,33,1
2016,7,muerto,Motociclista,Choque,M,37,1
2016,7,herido,Pasajero,Caida Ocupante,M,59,1
2016,7,herido,Pasajero,Choque,F,12,1
2016,7,herido,Pasajero,Choque,F,20,1
2016,7,herido,Pasajero,Choque,F,23,2
2016,7,herido,Pasajero,Choque,F,28,1
2016,7,herido,Pasajero,Choque,F,35,1
2016,7,herido,Pasajero,Choque,M,2,1
2016,7,herido,Pasajero,Choque,M,20,1
2016,7,herido,Pasajero,Choque,M,26,1
2016,7,herido,Pasajero,Choque,M,28,1
2016,7,herido,Pasajero,Choque,M,34,1
2016,7,herido,Pasajero,Otro,M,31,1
2016,7,herido,Peaton,Atropello,M,13,1
2016,7,herido,Peaton,Atropello,M,21,1
2016,7,herido,Peaton,Atropello,M,32,1
2016,7,herido,Peaton,Atropello,M,42,1
2016,7,herido,Peaton,Atropello,M,58,2
2016,7,herido,Peaton,Atropello,M,6,2
2016,7,herido,Peaton,Atropello,M,60,1
2016,7,herido,Peaton,Atropello,M,62,1
2016,7,herido,Peaton,Atropello,M,63,1
2016,7,herido,Peaton,Choque,M,26,1
2016,7,herido,Peaton,Choque,M,53,1
2016,7,muerto,Peaton,Choque,M,32,1
2016,8,herido,Acompañante,Caida Ocupante,M,2017,1
2016,8,herido,Acompañante,Choque,F,2,1
2016,8,herido,Acompañante,Choque,F,25,1
2016,8,herido,Acompañante,Choque,F,31,1
2016,8,herido,Acompañante,Choque,F,38,1
2016,8,herido,Acompañante,Choque,F,44,1
2016,8,herido,Acompañante,Choque,M,17,1
2016,8,herido,Acompañante,Choque,M,19,1
2016,8,herido,Acompañante,Choque,M,22,1
2016,8,herido,Acompañante,Choque,M,25,1
2016,8,herido,Acompañante,Choque,M,27,1
2016,8,herido,Acompañante,Choque,M,28,4
2016,8,herido,Acompañante,Choque,M,31,1
2016,8,herido,Acompañante,Choque,M,35,1
2016,8,herido,Acompañante,Choque,M,38,1
2016,8,herido,Acompañante,Choque,M,48,1
2016,8,herido,Acompañante,Choque,M,49,1
2016,8,herido,Ciclista,Choque,F,62,1
2016,8,herido,Conductor,Choque,F,-1,1
2016,8,herido,Conductor,Choque,F,30,1
2016,8,herido,Conductor,Choque,M,21,1
2016,8,herido,Conductor,Choque,M,22,1
2016,8,herido,Conductor,Choque,M,25,1
2016,8,herido,Conductor,Choque,M,28,1
2016,8,herido,Conductor,Choque,M,50,1
2016,8,herido,Conductor,Choque,M,56,1
2016,8,herido,Conductor,Volcamiento,M,-1,1
2016,8,herido,Conductor,Volcamiento,M,29,1
2016,8,herido,Motociclista,Atropello,M,-1,2
2016,8,herido,Motociclista,Atropello,M,16,1
2016,8,herido,Motociclista,Atropello,M,25,1
2016,8,herido,Motociclista,Atropello,M,28,1
2016,8,herido,Motociclista,Atropello,M,41,1
2016,8,herido,Motociclista,Choque,F,-1,1
2016,8,herido,Motociclista,Choque,F,27,1
2016,8,herido,Motociclista,Choque,F,29,1
2016,8,herido,Motociclista,Choque,M,-1,18
2016,8,herido,Motociclista,Choque,M,17,1
2016,8,herido,Motociclista,Choque,M,18,1
2016,8,herido,Motociclista,Choque,M,19,1
2016,8,herido,Motociclista,Choque,M,22,1
2016,8,herido,Motociclista,Choque,M,23,2
2016,8,herido,Motociclista,Choque,M,25,1
2016,8,herido,Motociclista,Choque,M,27,1
2016,8,herido,Motociclista,Choque,M,29,1
2016,8,herido,Motociclista,Choque,M,31,1
2016,8,herido,Motociclista,Choque,M,32,1
2016,8,herido,Motociclista,Choque,M,36,1
2016,8,herido,Motociclista,Choque,M,38,1
2016,8,herido,Motociclista,Choque,M,46,1
2016,8,herido,Motociclista,Choque,M,47,2
2016,8,herido,Motociclista,Otro,M,-1,1
2016,8,muerto,Motociclista,Choque,M,-1,2
2016,8,muerto,Motociclista,Choque,M,27,1
2016,8,herido,Pasajero,Atropello,M,9,1
2016,8,herido,Pasajero,Choque,F,22,1
2016,8,herido,Pasajero,Choque,F,30,1
2016,8,herido,Pasajero,Choque,F,45,1
2016,8,herido,Pasajero,Choque,F,8,1
2016,8,herido,Pasajero,Choque,M,16,2
2016,8,herido,Pasajero,Choque,M,25,1
2016,8,herido,Pasajero,Choque,M,28,1
2016,8,herido,Pasajero,Choque,M,38,1
2016,8,herido,Pasajero,Choque,M,40,1
2016,8,herido,Pasajero,Choque,M,42,1
2016,8,herido,Pasajero,Otro,M,32,1
2016,8,herido,Peaton,Atropello,F,10,1
2016,8,herido,Peaton,Atropello,F,14,1
2016,8,herido,Peaton,Atropello,F,16,1
2016,8,herido,Peaton,Atropello,F,27,1
2016,8,herido,Peaton,Atropello,F,29,1
2016,8,herido,Peaton,Atropello,F,30,1
2016,8,herido,Peaton,Atropello,F,43,1
2016,8,herido,Peaton,Atropello,F,47,1
2016,8,herido,Peaton,Atropello,F,52,1
2016,8,herido,Peaton,Atropello,F,53,1
2016,8,herido,Peaton,Atropello,F,56,1
2016,8,herido,Peaton,Atropello,F,67,1
2016,8,herido,Peaton,Atropello,M,18,1
2016,8,herido,Peaton,Atropello,M,28,1
2016,8,herido,Peaton,Atropello,M,30,1
2016,8,herido,Peaton,Atropello,M,34,1
2016,8,herido,Peaton,Atropello,M,43,1
2016,8,herido,Peaton,Atropello,M,47,1
2016,8,herido,Peaton,Atropello,M,5,1
2016,8,herido,Peaton,Atropello,M,54,1
2016,8,herido,Peaton,Atropello,M,58,1
2016,8,herido,Peaton,Atropello,M,59,1
2016,8,herido,Peaton,Atropello,M,60,1
2016,8,herido,Peaton,Atropello,M,64,1
2016,8,herido,Peaton,Atropello,M,7,1
2016,8,herido,Peaton,Atropello,M,70,1
2016,8,herido,Peaton,Atropello,M,76,1
2016,8,herido,Peaton,Atropello,M,77,1
2016,8,herido,Peaton,Atropello,M,78,1
2016,8,herido,Peaton,Atropello,M,8,1
2016,8,herido,Peaton,Choque,M,55,1
2016,8,muerto,Peaton,Atropello,F,23,1
2016,8,muerto,Peaton,Atropello,M,18,1
2016,8,muerto,Peaton,Atropello,M,27,1
2016,8,muerto,Peaton,Atropello,M,72,1
2016,9,herido,Acompañante,Atropello,M,20,1
2016,9,herido,Acompañante,Choque,F,23,1
2016,9,herido,Acompañante,Choque,F,25,1
2016,9,herido,Acompañante,Choque,F,26,1
2016,9,herido,Acompañante,Choque,F,38,1
2016,9,herido,Acompañante,Choque,F,40,1
2016,9,herido,Acompañante,Choque,F,53,1
2016,9,herido,Acompañante,Choque,F,57,1
2016,9,herido,Acompañante,Choque,F,6,1
2016,9,herido,Acompañante,Choque,M,12,1
2016,9,herido,Acompañante,Choque,M,20,1
2016,9,herido,Acompañante,Choque,M,21,2
2016,9,herido,Acompañante,Choque,M,22,2
2016,9,herido,Acompañante,Choque,M,23,1
2016,9,herido,Acompañante,Choque,M,30,1
2016,9,herido,Acompañante,Choque,M,37,1
2016,9,herido,Acompañante,Choque,M,47,1
2016,9,muerto,Acompañante,Choque,F,19,1
2016,9,muerto,Acompañante,Choque,F,24,1
2016,9,muerto,Acompañante,Choque,M,23,1
2016,9,herido,Conductor,Choque,M,-1,1
2016,9,herido,Conductor,Choque,M,21,1
2016,9,herido,Conductor,Choque,M,26,1
2016,9,herido,Conductor,Choque,M,35,1
2016,9,herido,Conductor,Choque,M,37,2
2016,9,herido,Conductor,Choque,M,64,2
2016,9,herido,Motociclista,Atropello,M,20,1
2016,9,herido,Motociclista,Choque,F,-1,1
2016,9,herido,Motociclista,Choque,F,31,1
2016,9,herido,Motociclista,Choque,M,-1,18
2016,9,herido,Motociclista,Choque,M,16,1
2016,9,herido,Motociclista,Choque,M,23,1
2016,9,herido,Motociclista,Choque,M,24,1
2016,9,herido,Motociclista,Choque,M,25,1
2016,9,herido,Motociclista,Choque,M,26,1
2016,9,herido,Motociclista,Choque,M,27,1
2016,9,herido,Motociclista,Choque,M,28,2
2016,9,herido,Motociclista,Choque,M,30,1
2016,9,herido,Motociclista,Choque,M,32,1
2016,9,herido,Motociclista,Choque,M,34,1
2016,9,herido,Motociclista,Choque,M,35,1
2016,9,herido,Motociclista,Choque,M,38,2
2016,9,herido,Motociclista,Choque,M,39,1
2016,9,herido,Motociclista,Choque,M,40,1
2016,9,herido,Motociclista,Choque,M,46,1
2016,9,herido,Motociclista,Choque,M,52,1
2016,9,herido,Motociclista,Otro,M,23,1
2016,9,muerto,Motociclista,Choque,M,-1,2
2016,9,muerto,Motociclista,Choque,M,28,1
2016,9,herido,Pasajero,Caida Ocupante,F,64,1
2016,9,herido,Pasajero,Choque,F,20,1
2016,9,herido,Pasajero,Choque,F,21,1
2016,9,herido,Pasajero,Choque,F,28,1
2016,9,herido,Pasajero,Choque,F,33,1
2016,9,herido,Pasajero,Choque,F,34,1
2016,9,herido,Pasajero,Choque,F,37,1
2016,9,herido,Pasajero,Choque,F,47,1
2016,9,herido,Pasajero,Choque,F,59,1
2016,9,herido,Pasajero,Choque,M,22,1
2016,9,herido,Pasajero,Choque,M,26,2
2016,9,herido,Pasajero,Choque,M,28,1
2016,9,herido,Pasajero,Choque,M,48,1
2016,9,herido,Pasajero,Choque,M,49,1
2016,9,herido,Pasajero,Choque,M,50,1
2016,9,herido,Pasajero,Choque,M,60,1
2016,9,herido,Pasajero,Otro,F,28,1
2016,9,herido,Pasajero,Otro,M,22,1
2016,9,herido,Peaton,Atropello,F,3,1
2016,9,herido,Peaton,Atropello,F,42,1
2016,9,herido,Peaton,Atropello,F,56,1
2016,9,herido,Peaton,Atropello,M,20,1
2016,9,herido,Peaton,Atropello,M,26,1
2016,9,herido,Peaton,Atropello,M,41,1
2016,9,herido,Peaton,Atropello,M,42,1
2016,9,herido,Peaton,Atropello,M,46,1
2016,9,herido,Peaton,Atropello,M,54,1
2016,9,herido,Peaton,Atropello,M,64,1
2016,9,herido,Peaton,Atropello,M,66,1
2016,9,herido,Peaton,Choque,F,55,1
2016,9,muerto,Peaton,Atropello,F,24,1
2016,9,muerto,Peaton,Atropello,M,46,1
2016,9,muerto,Peaton,Atropello,M,60,1
2016,10,herido,Acompañante,Choque,F,23,1
2016,10,herido,Acompañante,Choque,F,26,1
2016,10,herido,Acompañante,Choque,F,30,1
2016,10,herido,Acompañante,Choque,F,31,1
2016,10,herido,Acompañante,Choque,F,47,1
2016,10,herido,Acompañante,Choque,F,59,1
2016,10,herido,Acompañante,Choque,M,17,1
2016,10,herido,Acompañante,Choque,M,20,1
2016,10,herido,Acompañante,Choque,M,21,1
2016,10,herido,Acompañante,Choque,M,25,1
2016,10,herido,Acompañante,Choque,M,26,1
2016,10,herido,Acompañante,Choque,M,27,1
2016,10,herido,Acompañante,Choque,M,42,1
2016,10,herido,Acompañante,Otro,M,29,1
2016,10,herido,Ciclista,Atropello,M,31,1
2016,10,herido,Ciclista,Choque,M,21,1
2016,10,herido,Conductor,Choque,M,-1,3
2016,10,herido,Conductor,Choque,M,32,1
2016,10,herido,Motociclista,Atropello,M,-1,1
2016,10,herido,Motociclista,Atropello,M,24,1
2016,10,herido,Motociclista,Choque,F,-1,3
2016,10,herido,Motociclista,Choque,F,34,1
2016,10,herido,Motociclista,Choque,M,-1,19
2016,10,herido,Motociclista,Choque,M,17,1
2016,10,herido,Motociclista,Choque,M,18,1
2016,10,herido,Motociclista,Choque,M,19,1
2016,10,herido,Motociclista,Choque,M,20,1
2016,10,herido,Motociclista,Choque,M,21,2
2016,10,herido,Motociclista,Choque,M,22,1
2016,10,herido,Motociclista,Choque,M,23,4
2016,10,herido,Motociclista,Choque,M,24,1
2016,10,herido,Motociclista,Choque,M,25,1
2016,10,herido,Motociclista,Choque,M,33,1
2016,10,herido,Motociclista,Choque,M,35,1
2016,10,herido,Motociclista,Choque,M,39,1
2016,10,herido,Motociclista,Choque,M,41,1
2016,10,herido,Motociclista,Choque,M,42,1
2016,10,herido,Motociclista,Choque,M,46,1
2016,10,herido,Motociclista,Choque,M,53,1
2016,10,herido,Motociclista,Choque,M,55,1
2016,10,herido,Motociclista,Otro,M,22,1
2016,10,muerto,Motociclista,Choque,M,-1,3
2016,10,herido,Pasajero,Atropello,M,20,1
2016,10,herido,Pasajero,Atropello,M,49,1
2016,10,herido,Pasajero,Caida Ocupante,F,36,1
2016,10,herido,Pasajero,Caida Ocupante,F,41,1
2016,10,herido,Pasajero,Caida Ocupante,F,56,1
2016,10,herido,Pasajero,Caida Ocupante,M,19,1
2016,10,herido,Pasajero,Choque,F,16,1
2016,10,herido,Pasajero,Choque,F,21,1
2016,10,herido,Pasajero,Choque,F,45,1
2016,10,herido,Pasajero,Choque,M,2,1
2016,10,herido,Pasajero,Choque,M,3,1
2016,10,herido,Pasajero,Choque,M,39,1
2016,10,herido,Pasajero,Choque,M,55,1
2016,10,herido,Pasajero,Choque,M,83,1
2016,10,herido,Pasajero,Choque,M,9,1
2016,10,herido,Pasajero,Otro,M,24,1
2016,10,muerto,Pasajero,Choque,F,17,1
2016,10,herido,Peaton,Atropello,F,20,1
2016,10,herido,Peaton,Atropello,F,63,1
2016,10,herido,Peaton,Atropello,M,20,1
2016,10,herido,Peaton,Atropello,M,23,1
2016,10,herido,Peaton,Atropello,M,27,1
2016,10,herido,Peaton,Atropello,M,28,1
2016,10,herido,Peaton,Atropello,M,3,1
2016,10,herido,Peaton,Atropello,M,56,1
2016,10,herido,Peaton,Atropello,M,6,1
2016,10,herido,Peaton,Atropello,M,62,1
2016,10,herido,Peaton,Atropello,M,66,1
2016,10,herido,Peaton,Atropello,M,68,1
2016,10,herido,Peaton,Atropello,M,7,1
2016,10,herido,Peaton,Atropello,M,77,1
2016,10,muerto,Peaton,Atropello,M,20,1
2016,10,muerto,Peaton,Atropello,M,53,1
2016,10,muerto,Peaton,Atropello,M,61,1
2016,11,herido,Acompañante,Choque,F,19,1
2016,11,herido,Acompañante,Choque,F,20,1
2016,11,herido,Acompañante,Choque,F,21,1
2016,11,herido,Acompañante,Choque,F,25,1
2016,11,herido,Acompañante,Choque,F,28,1
2016,11,herido,Acompañante,Choque,M,11,1
2016,11,herido,Acompañante,Choque,M,16,1
2016,11,herido,Acompañante,Choque,M,26,1
2016,11,herido,Acompañante,Choque,M,29,1
2016,11,herido,Acompañante,Choque,M,32,1
2016,11,herido,Acompañante,Choque,M,47,1
2016,11,herido,Ciclista,Choque,M,-1,1
2016,11,herido,Ciclista,Choque,M,13,1
2016,11,herido,Ciclista,Choque,M,20,1
2016,11,herido,Ciclista,Choque,M,33,1
2016,11,herido,Conductor,Choque,F,-1,1
2016,11,herido,Conductor,Choque,M,31,1
2016,11,herido,Conductor,Choque,M,33,1
2016,11,herido,Conductor,Choque,M,40,1
2016,11,herido,Conductor,Choque,M,47,1
2016,11,herido,Conductor,Choque,M,74,1
2016,11,muerto,Conductor,Choque,M,47,1
2016,11,herido,Motociclista,Atropello,M,-1,1
2016,11,herido,Motociclista,Atropello,M,4,1
2016,11,herido,Motociclista,Choque,F,-1,2
2016,11,herido,Motociclista,Choque,M,-1,18
2016,11,herido,Motociclista,Choque,M,17,1
2016,11,herido,Motociclista,Choque,M,20,1
2016,11,herido,Motociclista,Choque,M,21,2
2016,11,herido,Motociclista,Choque,M,22,2
2016,11,herido,Motociclista,Choque,M,23,2
2016,11,herido,Motociclista,Choque,M,27,1
2016,11,herido,Motociclista,Choque,M,30,1
2016,11,herido,Motociclista,Choque,M,32,1
2016,11,herido,Motociclista,Choque,M,35,2
2016,11,herido,Motociclista,Choque,M,36,2
2016,11,herido,Motociclista,Choque,M,39,1
2016,11,herido,Motociclista,Choque,M,54,1
2016,11,muerto,Motociclista,Atropello,M,36,1
2016,11,muerto,Motociclista,Choque,M,32,1
2016,11,herido,Pasajero,Atropello,M,20,1
2016,11,herido,Pasajero,Atropello,M,55,1
2016,11,herido,Pasajero,Caida Ocupante,F,47,1
2016,11,herido,Pasajero,Choque,F,19,1
2016,11,herido,Pasajero,Choque,F,20,1
2016,11,herido,Pasajero,Choque,F,25,2
2016,11,herido,Pasajero,Choque,F,27,1
2016,11,herido,Pasajero,Choque,F,41,2
2016,11,herido,Pasajero,Choque,F,42,1
2016,11,herido,Pasajero,Choque,F,43,1
2016,11,herido,Pasajero,Choque,F,45,1
2016,11,herido,Pasajero,Choque,F,47,2
2016,11,herido,Pasajero,Choque,F,50,1
2016,11,herido,Pasajero,Choque,F,51,1
2016,11,herido,Pasajero,Choque,F,53,1
2016,11,herido,Pasajero,Choque,F,71,1
2016,11,herido,Pasajero,Choque,M,22,1
2016,11,herido,Pasajero,Choque,M,23,1
2016,11,herido,Pasajero,Choque,M,25,2
2016,11,herido,Pasajero,Choque,M,28,1
2016,11,herido,Pasajero,Choque,M,36,1
2016,11,herido,Pasajero,Choque,M,46,1
2016,11,herido,Pasajero,Choque,M,53,1
2016,11,herido,Pasajero,Choque,M,55,2
2016,11,herido,Pasajero,Choque,M,58,1
2016,11,herido,Peaton,Atropello,F,14,1
2016,11,herido,Peaton,Atropello,F,34,1
2016,11,herido,Peaton,Atropello,M,10,1
2016,11,herido,Peaton,Atropello,M,27,1
2016,11,herido,Peaton,Atropello,M,30,1
2016,11,herido,Peaton,Atropello,M,33,2
2016,11,herido,Peaton,Atropello,M,34,1
2016,11,herido,Peaton,Atropello,M,45,1
2016,11,herido,Peaton,Atropello,M,49,1
2016,11,herido,Peaton,Atropello,M,54,1
2016,11,herido,Peaton,Atropello,M,55,1
2016,11,herido,Peaton,Atropello,M,61,1
2016,11,herido,Peaton,Atropello,M,69,1
2016,11,herido,Peaton,Atropello,M,92,1
2016,11,herido,Peaton,Caida Ocupante,M,78,1
2016,11,muerto,Peaton,Atropello,F,85,1
2016,12,herido,Acompañante,Choque,F,14,1
2016,12,herido,Acompañante,Choque,F,16,1
2016,12,herido,Ciclista,Atropello,M,10,1
2016,12,herido,Ciclista,Choque,M,-1,1
2016,12,herido,Conductor,Choque,M,-1,2
2016,12,herido,Conductor,Choque,M,34,1
2016,12,herido,Conductor,Choque,M,37,1
2016,12,herido,Conductor,Volcamiento,M,38,1
2016,12,herido,Motociclista,Atropello,M,-1,1
2016,12,herido,Motociclista,Atropello,M,21,1
2016,12,herido,Motociclista,Choque,F,38,1
2016,12,herido,Motociclista,Choque,M,-1,5
2016,12,herido,Motociclista,Choque,M,17,1
2016,12,herido,Motociclista,Choque,M,19,1
2016,12,herido,Motociclista,Choque,M,34,1
2016,12,herido,Motociclista,Choque,M,54,1
2016,12,herido,Motociclista,Otro,M,-1,1
2016,12,muerto,Motociclista,Choque,F,35,1
2016,12,muerto,Motociclista,Choque,M,-1,1
2016,12,muerto,Motociclista,Choque,M,47,1
2016,12,herido,Pasajero,Atropello,M,11,1
2016,12,herido,Pasajero,Choque,F,61,1
2016,12,herido,Pasajero,Choque,M,11,1
2016,12,herido,Pasajero,Choque,M,2017,1
2016,12,herido,Pasajero,Choque,M,34,1
2016,12,herido,Pasajero,Choque,M,58,1
2016,12,herido,Pasajero,Otro,F,31,1
2016,12,herido,Pasajero,Otro,M,30,1
2016,12,herido,Peaton,Atropello,F,13,1
2016,12,herido,Peaton,Atropello,F,18,1
2016,12,herido,Peaton,Atropello,F,4,1
2016,12,herido,Peaton,Atropello,F,46,1
2016,12,herido,Peaton,Atropello,F,61,1
2016,12,herido,Peaton,Atropello,F,8,1
2016,12,herido,Peaton,Atropello,M,15,1
2016,12,herido,Peaton,Atropello,M,21,1
2016,12,herido,Peaton,Atropello,M,24,1
2016,12,herido,Peaton,Atropello,M,37,2
2016,12,herido,Peaton,Atropello,M,4,1
2016,12,herido,Peaton,Atropello,M,47,1
2016,12,herido,Peaton,Atropello,M,6,1
2016,12,herido,Peaton,Atropello,M,77,1
2016,12,herido,Peaton,Atropello,M,81,1
2016,12,herido,Peaton,Atropello,M,82,1
2017,1,herido,Acompañante,Choque,F,21,1
2017,1,herido,Acompañante,Choque,F,81,1
2017,1,herido,Acompañante,Choque,M,11,1
2017,1,herido,Acompañante,Choque,M,19,1
2017,1,herido,Acompañante,Choque,M,26,1
2017,1,herido,Acompañante,Choque,M,31,1
2017,1,herido,Acompañante,Choque,M,32,1
2017,1,herido,Acompañante,Choque,M,40,1
2017,1,herido,Acompañante,Otro,F,52,1
2017,1,herido,Conductor,Choque,M,38,1
2017,1,herido,Conductor,Choque,M,42,1
2017,1,herido,Conductor,Choque,M,57,1
2017,1,herido,Conductor,Choque,M,61,1
2017,1,herido,Conductor,Volcamiento,M,49,1
2017,1,muerto,Conductor,Choque,M,46,1
2017,1,herido,Motociclista,Atropello,M,27,1
2017,1,herido,Motociclista,Atropello,M,31,1
2017,1,herido,Motociclista,Atropello,M,33,1
2017,1,herido,Motociclista,Choque,M,19,1
2017,1,herido,Motociclista,Choque,M,20,1
2017,1,herido,Motociclista,Choque,M,22,1
2017,1,herido,Motociclista,Choque,M,23,1
2017,1,herido,Motociclista,Choque,M,24,1
2017,1,herido,Motociclista,Choque,M,26,1
2017,1,herido,Motociclista,Choque,M,28,3
2017,1,herido,Motociclista,Choque,M,30,1
2017,1,herido,Motociclista,Choque,M,34,1
2017,1,herido,Motociclista,Choque,M,36,1
2017,1,herido,Motociclista,Choque,M,48,1
2017,1,herido,Motociclista,Otro,M,29,1
2017,1,muerto,Motociclista,Choque,M,26,1
2017,1,herido,Pasajero,Caida Ocupante,M,19,1
2017,1,herido,Pasajero,Choque,F,21,1
2017,1,herido,Pasajero,Choque,M,35,1
2017,1,herido,Pasajero,Volcamiento,F,19,1
2017,1,herido,Pasajero,Volcamiento,F,29,1
2017,1,herido,Pasajero,Volcamiento,F,39,2
2017,1,herido,Pasajero,Volcamiento,F,49,1
2017,1,herido,Pasajero,Volcamiento,M,,1
2017,1,herido,Pasajero,Volcamiento,M,23,1
2017,1,herido,Pasajero,Volcamiento,M,27,1
2017,1,herido,Pasajero,Volcamiento,M,32,2
2017,1,herido,Peaton,Atropello,F,23,1
2017,1,herido,Peaton,Atropello,F,43,1
2017,1,herido,Peaton,Atropello,F,62,1
2017,1,herido,Peaton,Atropello,F,71,1
2017,1,herido,Peaton,Atropello,F,80,1
