,FECHA_ACCIDENTE,AÑO_ACCIDENTE,MES_ACCIDENTE,DIA_ACCIDENTE,HORA_ACCIDENTE,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SITIO_EXACTO_ACCIDENTE,CANT_HERIDOS_EN _SITIO_ACCIDENTE,CANT_MUERTOS_EN _SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES,longitude,latitude
8884,06/03/2016 12:00:00 AM,"2,016",6,Vie,07:00:00:PM,Solo daños,Choque,CL 110 CR 6H,,,1,-74.83399899999998,10.950006
8885,06/03/2016 12:00:00 AM,"2,016",6,Vie,07:30:00:PM,Solo daños,Choque,CL 72 CR 38,,,1,-74.81112689999998,10.985311099999999
8886,06/03/2016 12:00:00 AM,"2,016",6,Vie,08:00:00:AM,Con heridos,Atropello,CL 47 CR 38,1.0,,1,-74.78818299999999,10.980105300000002
8887,06/03/2016 12:00:00 AM,"2,016",6,Vie,08:40:00:AM,Solo daños,Choque,CRA 71 CLLE 82,,,1,-74.80850819999998,11.0164091
8888,06/03/2016 12:00:00 AM,"2,016",6,Vie,08:45:00:PM,Solo daños,Choque,CRA 45 CLLE 80,,,1,-74.81464940000001,10.9984724
8889,06/03/2016 12:00:00 AM,"2,016",6,Vie,09:00:00:AM,Con heridos,Choque,CLLE 45B CRA 15,1.0,,1,-74.8006803,10.9471685
8890,06/03/2016 12:00:00 AM,"2,016",6,Vie,09:00:00:PM,Solo daños,Choque,CL 95 CR 46,,,1,-74.82836479999999,11.0053742
8891,06/03/2016 12:00:00 AM,"2,016",6,Vie,09:30:00:PM,Solo daños,Choque,CR 44B CL 61,,,1,-74.7968745,10.988750999999999
8892,06/03/2016 12:00:00 AM,"2,016",6,Vie,11:00:00:AM,Solo daños,Choque,CL 85 CR 42H,,,1,-74.82265859999998,10.998333500000001
8893,06/03/2016 12:00:00 AM,"2,016",6,Vie,11:00:00:AM,Solo daños,Choque,CR 47 CL 75,,,1,-74.80848329999998,10.996853699999999
8894,06/03/2016 12:00:00 AM,"2,016",6,Vie,11:10:00:AM,Solo daños,Choque,CR 38 CL 44,,,1,-74.7861358,10.9795099
8895,06/03/2016 12:00:00 AM,"2,016",6,Vie,11:17:00:PM,Solo daños,Choque,CL 106 CR 50,,,1,-74.8365851,11.013246
8896,06/03/2016 12:00:00 AM,"2,016",6,Vie,12:05:00:PM,Solo daños,Choque,CL 83 CR 42D,,,1,-74.8217507,10.9936381
8897,06/04/2016 12:00:00 AM,"2,016",6,Sáb,01:00:00:AM,Solo daños,Choque,CL 85 CR 59,,,1,-74.8141497,11.011548199999998
8898,06/04/2016 12:00:00 AM,"2,016",6,Sáb,01:10:00:PM,Solo daños,Choque,CL 85 CR 80,,,1,-74.80489589999998,11.0253711
8899,06/04/2016 12:00:00 AM,"2,016",6,Sáb,01:45:00:PM,Solo daños,Choque,CLLE 45 CRA 33,,,1,-74.78848409999998,10.9751144
8900,06/04/2016 12:00:00 AM,"2,016",6,Sáb,01:50:00:PM,Con heridos,Choque,CR 38 VIA JUAN MINA ENTRADA PINAR DEL RIO,1.0,,1,-74.88327970000002,10.9373385
8901,06/04/2016 12:00:00 AM,"2,016",6,Sáb,02:20:00:PM,Solo daños,Choque,CL 94 CR 65,,,1,-74.817903,11.0187009
8902,06/04/2016 12:00:00 AM,"2,016",6,Sáb,04:00:00:PM,Solo daños,Choque,CL 70B CR 14,,,1,-74.80890099999998,10.986774
8903,06/04/2016 12:00:00 AM,"2,016",6,Sáb,04:00:00:PM,Solo daños,Choque,CL 98 CR 52,,,1,-74.82781990000001,11.0120999
8904,06/04/2016 12:00:00 AM,"2,016",6,Sáb,04:04:00:PM,Solo daños,Choque,CL 19 CR 6D 30,,,1,-74.78607,10.9515619
8905,06/04/2016 12:00:00 AM,"2,016",6,Sáb,04:15:00:PM,Solo daños,Choque,CR 32 CL 41,,,1,-74.78555519999998,10.972747
8906,06/04/2016 12:00:00 AM,"2,016",6,Sáb,05:20:00:AM,Con heridos,Choque,CR 21 CL 46,2.0,,1,-74.7946308,10.9624884
8907,06/04/2016 12:00:00 AM,"2,016",6,Sáb,06:45:00:AM,Solo daños,Choque,CL 30 CR 4B,,,1,-74.7837128,10.943464800000001
8908,06/04/2016 12:00:00 AM,"2,016",6,Sáb,06:50:00:AM,Solo daños,Choque,CL 84 CR 52,,,1,-74.81679100000001,11.006629199999999
8909,06/04/2016 12:00:00 AM,"2,016",6,Sáb,07:25:00:AM,Con heridos,Choque,CR 16 CL 63C,1.0,,1,-74.80698520000001,10.9642422
8910,06/04/2016 12:00:00 AM,"2,016",6,Sáb,08:00:00:AM,Solo daños,Choque,CR 54 CL 84,,,1,-74.8154378,11.0078621
8911,06/04/2016 12:00:00 AM,"2,016",6,Sáb,08:00:00:PM,Solo daños,Choque,CR 2A 18H 47,,,1,-74.81565450000001,10.939267999999998
8912,06/04/2016 12:00:00 AM,"2,016",6,Sáb,09:10:00:PM,Solo daños,Choque,CL 48 CR 46,,,1,-74.78690619999998,10.9877905
8913,06/04/2016 12:00:00 AM,"2,016",6,Sáb,09:40:00:AM,Solo daños,Choque,CRA 8 CLLE 44,,,1,-74.7988426,10.9461084
8914,06/04/2016 12:00:00 AM,"2,016",6,Sáb,10:10:00:AM,Solo daños,Choque,CR 31 CL 65,,,1,-74.804513,10.9793008
8915,06/04/2016 12:00:00 AM,"2,016",6,Sáb,10:40:00:PM,Solo daños,Choque,CL 17 CR 38,,,1,-74.77525279999998,10.9753837
8916,06/04/2016 12:00:00 AM,"2,016",6,Sáb,11:00:00:AM,Solo daños,Choque,CL 87 CR 44,,,1,-74.8234037,11.0016001
8917,06/05/2016 12:00:00 AM,"2,016",6,Dom,02:00:00:AM,Solo daños,Choque,CR 46 CL 76,,,1,-74.81006810000002,10.9968087
8918,06/05/2016 12:00:00 AM,"2,016",6,Dom,02:19:00:PM,Solo daños,Choque,CL 85 CR 73,,,1,-74.8101538,11.0181834
8919,06/05/2016 12:00:00 AM,"2,016",6,Dom,02:30:00:PM,Solo daños,Choque,CR 53 CL 99,,,1,-74.82753829999999,11.0145774
8920,06/05/2016 12:00:00 AM,"2,016",6,Dom,04:40:00:PM,Solo daños,Choque,CR 21B CL 28,,,1,-74.7831188,10.9589289
8921,06/05/2016 12:00:00 AM,"2,016",6,Dom,06:20:00:AM,Solo daños,Choque,CLLE 84 CRA 59,,,1,-74.81196349999998,11.0105613
8922,06/05/2016 12:00:00 AM,"2,016",6,Dom,06:35:00:PM,Solo daños,Choque,CL 85 CR 65,,,1,-74.81132819999998,11.0154941
8923,06/05/2016 12:00:00 AM,"2,016",6,Dom,07:30:00:AM,Solo daños,Choque,CR 2 CL 37,,,1,-74.79087899999998,10.934853
8924,06/05/2016 12:00:00 AM,"2,016",6,Dom,09:40:00:PM,Solo daños,Choque,AV CIRCUNVALAR CL 45 100,,,1,-74.8012253,10.9235003
8925,06/05/2016 12:00:00 AM,"2,016",6,Dom,10:00:00:PM,Solo daños,Choque,CR 58 CL 82,,,1,-74.8114825,11.0094152
8926,06/05/2016 12:00:00 AM,"2,016",6,Dom,11:30:00:PM,Solo daños,Choque,CR 58 CL 81,,,1,-74.80949869999998,11.008843400000002
8927,06/06/2016 12:00:00 AM,"2,016",6,Lun,01:10:00:PM,Solo daños,Choque,CL 96 CR 56,,,1,-74.82337869999998,11.0150747
8928,06/06/2016 12:00:00 AM,"2,016",6,Lun,01:25:00:PM,Solo daños,Choque,CL 74 CR 46,,,1,-74.80782769999998,10.995448800000002
8929,06/06/2016 12:00:00 AM,"2,016",6,Lun,01:49:00:PM,Solo daños,Choque,CR 71 CL 90A,,,1,-74.81485839999998,11.0201504
8930,06/06/2016 12:00:00 AM,"2,016",6,Lun,02:00:00:AM,Con heridos,Choque,CR 21 CL 40B,4.0,,1,-74.79120440000001,10.9609143
8931,06/06/2016 12:00:00 AM,"2,016",6,Lun,02:30:00:PM,Solo daños,Choque,CR 33CL 45,,,1,-74.78848409999998,10.9751144
8932,06/06/2016 12:00:00 AM,"2,016",6,Lun,02:40:00:PM,Solo daños,Choque,CL 80 CR 56,,,1,-74.80936439999998,11.0069268
8933,06/06/2016 12:00:00 AM,"2,016",6,Lun,03:20:00:PM,Solo daños,Choque,CL 30 CR 23,,,1,-74.78398979999999,10.962278300000001
8934,06/06/2016 12:00:00 AM,"2,016",6,Lun,04:20:00:PM,Solo daños,Choque,CL 76 CR 67,,,1,-74.79803170000001,11.009357199999998
8935,06/06/2016 12:00:00 AM,"2,016",6,Lun,06:10:00:PM,Con heridos,Caida Ocupante,CL 30 CR 8,1.0,,1,-74.7848518,10.9468864
8936,06/06/2016 12:00:00 AM,"2,016",6,Lun,06:40:00:AM,Solo daños,Choque,CL 45 CR 45,,,1,-74.78509190000001,10.98643
8937,06/06/2016 12:00:00 AM,"2,016",6,Lun,06:45:00:PM,Solo daños,Choque,CL 99 CR 53,,,1,-74.82753829999999,11.0145774
8938,06/06/2016 12:00:00 AM,"2,016",6,Lun,07:25:00:PM,Solo daños,Choque,CL 85 CR 51,,,1,-74.81945879999998,11.0058229
8939,06/06/2016 12:00:00 AM,"2,016",6,Lun,07:40:00:AM,Solo daños,Choque,CR 35 CL 47,,,1,-74.78898579999998,10.9772752
8940,06/06/2016 12:00:00 AM,"2,016",6,Lun,10:30:00:PM,Solo daños,Choque,CALLE 30 CR 8,,,1,-74.7848518,10.9468864
8941,06/06/2016 12:00:00 AM,"2,016",6,Lun,11:00:00:AM,Solo daños,Choque,CR 4 SUR 46 58,,,1,-74.82679940000001,10.932701
8942,06/06/2016 12:00:00 AM,"2,016",6,Lun,12:00:00:PM,Solo daños,Choque,CR 42B1 CL 85,,,1,-74.8259798,10.995238800000001
8943,06/07/2016 12:00:00 AM,"2,016",6,Mar,03:30:00:PM,Solo daños,Choque,CL 45 CR 46 50,,,1,-74.7847058,10.9876236
8944,06/07/2016 12:00:00 AM,"2,016",6,Mar,03:50:00:PM,Solo daños,Choque,VIA 40 CLLE 58,,,1,-74.79971450000001,11.0215868
8945,06/07/2016 12:00:00 AM,"2,016",6,Mar,04:40:00:PM,Solo daños,Choque,CR 43 CL 70,,,1,-74.80489820000001,10.9903972
8946,06/07/2016 12:00:00 AM,"2,016",6,Mar,05:10:00:PM,Solo daños,Choque,CR 58 CL 76,,,1,-74.8017703,11.005645
8947,06/07/2016 12:00:00 AM,"2,016",6,Mar,06:40:00:AM,Solo daños,Choque,CR 25B CL 68B,,,1,-74.80856259999999,10.974241000000001
8948,06/07/2016 12:00:00 AM,"2,016",6,Mar,06:40:00:AM,Solo daños,Choque,CR 67 CL 83,,,1,-74.79466629999999,11.006857
8949,06/07/2016 12:00:00 AM,"2,016",6,Mar,06:40:00:AM,Solo daños,Choque,VIA 40 CRA 51,,,1,-74.79971450000001,11.0215868
8950,06/07/2016 12:00:00 AM,"2,016",6,Mar,07:00:00:AM,Solo daños,Choque,CL 110 CR 31,,,1,-74.83604000000003,10.978269000000001
8951,06/07/2016 12:00:00 AM,"2,016",6,Mar,07:30:00:AM,Solo daños,Choque,CR 15 SUR CL 98,,,1,-74.8295267,10.9289256
8952,06/07/2016 12:00:00 AM,"2,016",6,Mar,07:50:00:AM,Solo daños,Choque,AV CIRCUNVALAR CR 39,,,1,-74.838391,10.976761999999999
8953,06/07/2016 12:00:00 AM,"2,016",6,Mar,08:30:00:AM,Solo daños,Choque,CLLE 110 CRA 13,,,1,-74.83805140000001,10.9683261
8954,06/07/2016 12:00:00 AM,"2,016",6,Mar,08:30:00:AM,Solo daños,Choque,CLLE 76 CRA 62,,,1,-74.79928799999998,11.0076387
8955,06/07/2016 12:00:00 AM,"2,016",6,Mar,08:30:00:AM,Solo daños,Choque,CR 76 CL 86,,,1,-74.8073458,11.021619300000001
8956,06/07/2016 12:00:00 AM,"2,016",6,Mar,08:35:00:AM,Solo daños,Choque,CL 61 CR 25,,,1,-74.8034418,10.9728414
8957,06/07/2016 12:00:00 AM,"2,016",6,Mar,09:34:00:AM,Solo daños,Choque,CLLE 96 CRA 64,,,1,-74.8209277,11.0180987
8958,06/07/2016 12:00:00 AM,"2,016",6,Mar,11:00:00:AM,Solo daños,Choque,CL 110 CR 17,,,1,-74.83877919999998,10.994553300000002
8959,06/07/2016 12:00:00 AM,"2,016",6,Mar,12:40:00:PM,Solo daños,Choque,CR 16 CL 47,,,1,-74.8016202,10.9597979
8960,06/08/2016 12:00:00 AM,"2,016",6,Mié,01:00:00:PM,Solo daños,Choque,CL 56 CR 15,,,1,-74.80426870000001,10.9605764
8961,06/08/2016 12:00:00 AM,"2,016",6,Mié,02:00:00:PM,Solo daños,Choque,CR 42H FRENTE AL 82 155,,,1,-74.8242823,10.9991194
8962,06/08/2016 12:00:00 AM,"2,016",6,Mié,02:30:00:PM,Solo daños,Choque,CR 50 CL 86,,,1,-74.82080119999998,11.005346300000001
8963,06/08/2016 12:00:00 AM,"2,016",6,Mié,03:20:00:PM,Solo daños,Choque,CL 41 CR 7F,,,1,-74.7962323,10.944460000000001
8964,06/08/2016 12:00:00 AM,"2,016",6,Mié,04:50:00:PM,Solo daños,Choque,CL 76 CR 41D,,,1,-74.8134427,10.9916125
8965,06/08/2016 12:00:00 AM,"2,016",6,Mié,04:50:00:PM,Solo daños,Choque,CR 42H CL 85,,,1,-74.82265859999998,10.998333500000001
8966,06/08/2016 12:00:00 AM,"2,016",6,Mié,05:10:00:PM,Con muertos,Choque,AV CIRCUNVALAR CR 38,,1.0,1,-74.78581590000002,10.928723399999999
8967,06/08/2016 12:00:00 AM,"2,016",6,Mié,05:10:00:PM,Solo daños,Choque,VIA 40 85 695,,,1,-74.8064953,11.0307673
8968,06/08/2016 12:00:00 AM,"2,016",6,Mié,06:20:00:AM,Solo daños,Choque,VIA 40 CL 79,,,1,-74.7987376,11.0205754
8969,06/08/2016 12:00:00 AM,"2,016",6,Mié,06:25:00:PM,Solo daños,Choque,CL 6 CR 38,,,1,-74.76958359999999,10.978901800000001
8970,06/08/2016 12:00:00 AM,"2,016",6,Mié,06:30:00:AM,Solo daños,Choque,CL 110 CR 13A,,,1,-74.83781119999998,10.969107600000001
8971,06/08/2016 12:00:00 AM,"2,016",6,Mié,06:30:00:AM,Solo daños,Choque,CR 47 CL 102,,,1,-74.8358387,11.009366
8972,06/08/2016 12:00:00 AM,"2,016",6,Mié,06:30:00:PM,Solo daños,Choque,CL 110 CR 6,,,1,-74.83513140000002,10.9513253
8973,06/08/2016 12:00:00 AM,"2,016",6,Mié,06:40:00:AM,Solo daños,Choque,CLLE 30 CRA 46,,,1,-74.7769683,10.9857315
8974,06/08/2016 12:00:00 AM,"2,016",6,Mié,06:45:00:PM,Solo daños,Choque,CR 38 CL 84B,,,1,-74.8342722,10.982849900000001
8975,06/08/2016 12:00:00 AM,"2,016",6,Mié,07:10:00:PM,Solo daños,Choque,AV CIRCUNVALAR CL 45,,,1,-74.83715699999998,10.961069
8976,06/08/2016 12:00:00 AM,"2,016",6,Mié,07:44:00:PM,Solo daños,Choque,CLLE 52 CRA 33,,,1,-74.793716,10.977001699999999
8977,06/08/2016 12:00:00 AM,"2,016",6,Mié,08:00:00:AM,Solo daños,Choque,CL 86 49C 34,,,1,-74.8209835,11.0048141
8978,06/08/2016 12:00:00 AM,"2,016",6,Mié,08:10:00:PM,Solo daños,Choque,TRANSV 44 CL 99,,,1,-74.83470720000001,11.003699099999999
8979,06/08/2016 12:00:00 AM,"2,016",6,Mié,08:20:00:AM,Solo daños,Choque,CR 53 CL 55,,,1,-74.79115019999998,10.9917527
8980,06/08/2016 12:00:00 AM,"2,016",6,Mié,08:20:00:PM,Solo daños,Choque,CL 92 CR 49C,,,1,-74.8253443,11.0063687
8981,06/08/2016 12:00:00 AM,"2,016",6,Mié,08:30:00:AM,Solo daños,Choque,CR 38 CL 41,,,1,-74.78354540000001,10.9786873
8982,06/08/2016 12:00:00 AM,"2,016",6,Mié,09:10:00:AM,Con heridos,Choque,CALLE 61 CR 47,2.0,,1,-74.7959934,10.991822599999999
8983,06/08/2016 12:00:00 AM,"2,016",6,Mié,11:40:00:AM,Solo daños,Choque,CR 76 CL 89,,,1,-74.81018540000001,11.0235974
8984,06/08/2016 12:00:00 AM,"2,016",6,Mié,12:30:00:PM,Solo daños,Choque,CR 51 CL 82,,,1,-74.81486600000001,11.0037485
8985,06/09/2016 12:00:00 AM,"2,016",6,Jue,01:10:00:PM,Solo daños,Choque,CL 72 43 33,,,1,-74.8072206,10.9919719
8986,06/09/2016 12:00:00 AM,"2,016",6,Jue,01:10:00:PM,Solo daños,Choque,CR 45 CL 84,,,1,-74.819319,11.000748800000002
8987,06/09/2016 12:00:00 AM,"2,016",6,Jue,02:10:00:PM,Solo daños,Choque,CR 49 CL 92,,,1,-74.80688180000001,10.998080999999999
8988,06/09/2016 12:00:00 AM,"2,016",6,Jue,02:28:00:PM,Solo daños,Choque,CL 110 CR 13A,,,1,-74.83781119999998,10.969107600000001
8989,06/09/2016 12:00:00 AM,"2,016",6,Jue,03:00:00:PM,Solo daños,Choque,CR 52 ENTRE CL 70 Y 72,,,1,-74.8015272,10.9964515
8990,06/09/2016 12:00:00 AM,"2,016",6,Jue,03:05:00:PM,Solo daños,Choque,CR 22 CL 43,,,1,-74.77769509999999,10.959809
8991,06/09/2016 12:00:00 AM,"2,016",6,Jue,04:00:00:PM,Solo daños,Choque,CLLE 82 CRA 56,,,1,-74.8121713,11.0079306
8992,06/09/2016 12:00:00 AM,"2,016",6,Jue,04:10:00:PM,Solo daños,Choque,AV CIRCUNVALAR CL 26,,,1,-74.8368349,10.9732094
8993,06/09/2016 12:00:00 AM,"2,016",6,Jue,04:10:00:PM,Solo daños,Choque,CL 98 CR 52B,,,1,-74.8273863,11.0126924
8994,06/09/2016 12:00:00 AM,"2,016",6,Jue,04:50:00:PM,Solo daños,Choque,CR 9 5 125,,,1,-74.76817779999999,10.9503088
8995,06/09/2016 12:00:00 AM,"2,016",6,Jue,05:30:00:PM,Solo daños,Choque,CL 74 CR 46,,,1,-74.80782769999998,10.995448800000002
8996,06/09/2016 12:00:00 AM,"2,016",6,Jue,06:20:00:AM,Solo daños,Choque,CLLE 30 CRA 24,,,1,-74.783424,10.963379
8997,06/09/2016 12:00:00 AM,"2,016",6,Jue,06:30:00:AM,Solo daños,Choque,CL 84 CR 42B1,,,1,-74.82164,10.9963986
8998,06/09/2016 12:00:00 AM,"2,016",6,Jue,06:50:00:PM,Con heridos,Choque,CRA 54 CLLE 72,3.0,,1,-74.80173099999998,10.9989397
8999,06/09/2016 12:00:00 AM,"2,016",6,Jue,07:30:00:AM,Solo daños,Choque,CLLE 72 CRA 36,,,1,-74.8120665,10.9845668
9000,06/09/2016 12:00:00 AM,"2,016",6,Jue,07:50:00:AM,Solo daños,Choque,CR 38 CL 70B,,,1,-74.80901290000001,10.984846699999999
9001,06/09/2016 12:00:00 AM,"2,016",6,Jue,08:00:00:AM,Solo daños,Choque,CL 110 CR 9J,,,1,-74.82564350000001,10.9601642
9002,06/09/2016 12:00:00 AM,"2,016",6,Jue,09:00:00:PM,Solo daños,Choque,CLLE 110 CRA 53,,,1,-74.8393968,11.019860000000001
9003,06/09/2016 12:00:00 AM,"2,016",6,Jue,10:00:00:PM,Solo daños,Choque,CL 82 CR 45,,,1,-74.8170791,10.999880000000001
9004,06/09/2016 12:00:00 AM,"2,016",6,Jue,11:50:00:AM,Solo daños,Choque,CLLE 30 CRA 45,,,1,-74.7758895,10.9835482
9005,06/09/2016 12:00:00 AM,"2,016",6,Jue,12:00:00:PM,Solo daños,Choque,CALLE 82 CR 49C,,,1,-74.81593690000001,11.002082699999999
9006,06/10/2016 12:00:00 AM,"2,016",6,Vie,01:10:00:PM,Solo daños,Choque,VIA 40 CLLE 106,,,1,-74.79207690000001,11.012229800000002
9007,06/10/2016 12:00:00 AM,"2,016",6,Vie,03:40:00:PM,Solo daños,Choque,CR 53 CL 85,,,1,-74.8171564,11.0078847
9008,06/10/2016 12:00:00 AM,"2,016",6,Vie,04:10:00:PM,Solo daños,Choque,CL 6 CR 46,,,1,-74.7735096,10.9850708
9009,06/10/2016 12:00:00 AM,"2,016",6,Vie,04:50:00:PM,Solo daños,Choque,CLLE 84 CRA 59B,,,1,-74.81151690000002,11.0112438
9010,06/10/2016 12:00:00 AM,"2,016",6,Vie,05:50:00:PM,Solo daños,Choque,CLLE 110 CRA 6,,,1,-74.83399899999998,10.950006
9011,06/10/2016 12:00:00 AM,"2,016",6,Vie,06:00:00:PM,Solo daños,Choque,CLLE 80B CRA 42A,,,1,-74.8226427,10.989947
9012,06/10/2016 12:00:00 AM,"2,016",6,Vie,06:40:00:AM,Solo daños,Choque,CLLE 68 CRA 43,,,1,-74.80217379999998,10.9889008
9013,06/10/2016 12:00:00 AM,"2,016",6,Vie,06:40:00:PM,Con heridos,Atropello,CL 45 CR 1B,1.0,,1,-74.79911990000001,10.9311329
9014,06/10/2016 12:00:00 AM,"2,016",6,Vie,07:10:00:PM,Solo daños,Choque,CL 100 CR 53,,,1,-74.8314793,11.0159194
9015,06/10/2016 12:00:00 AM,"2,016",6,Vie,07:20:00:PM,Solo daños,Choque,CL 54 CR 14,,,1,-74.8022172,10.957460300000001
9016,06/10/2016 12:00:00 AM,"2,016",6,Vie,08:15:00:PM,Solo daños,Choque,CR 26 68B 126,,,1,-74.8094216,10.975216099999999
9017,06/10/2016 12:00:00 AM,"2,016",6,Vie,08:30:00:PM,Solo daños,Choque,CR 50 101 27,,,1,-74.83318849999998,11.011451199999998
9018,06/10/2016 12:00:00 AM,"2,016",6,Vie,08:45:00:PM,Solo daños,Choque,CLLE 110 CRA 82,,,1,-74.8300198,11.0374742
9019,06/10/2016 12:00:00 AM,"2,016",6,Vie,09:40:00:AM,Solo daños,Choque,CL 80 CR 45,,,1,-74.81464940000001,10.9984724
9020,06/10/2016 12:00:00 AM,"2,016",6,Vie,12:30:00:PM,Solo daños,Choque,CL 98 CR 52B,,,1,-74.8273863,11.0126924
9021,06/10/2016 12:00:00 AM,"2,016",6,Vie,12:40:00:PM,Solo daños,Choque,CL 72 CR 39,,,1,-74.80961009999999,10.9873194
9022,06/10/2016 12:00:00 AM,"2,016",6,Vie,12:40:00:PM,Solo daños,Choque,CR 44 CL 48,,,1,-74.7880046,10.985121000000001
9023,06/11/2016 12:00:00 AM,"2,016",6,Sáb,01:30:00:PM,Solo daños,Choque,CR 50 CL 55,,,1,-74.7911984,10.9907159
9024,06/11/2016 12:00:00 AM,"2,016",6,Sáb,01:40:00:PM,Solo daños,Choque,CLLE 99 CRA 4 SUR,,,1,-74.83034669999998,10.932777
9025,06/11/2016 12:00:00 AM,"2,016",6,Sáb,03:30:00:PM,Solo daños,Choque,CLLE 56 CRA 36,,,1,-74.79660059999998,10.9804156
9026,06/11/2016 12:00:00 AM,"2,016",6,Sáb,04:00:00:PM,Solo daños,Choque,CL 81 CR 42A,,,1,-74.8236132,10.990098
9027,06/11/2016 12:00:00 AM,"2,016",6,Sáb,05:00:00:PM,Solo daños,Choque,CLLE 77 CRA 53,,,1,-74.81355049999998,11.0061009
9028,06/11/2016 12:00:00 AM,"2,016",6,Sáb,05:30:00:PM,Solo daños,Choque,CLLE 84 CRA 45,,,1,-74.81722509999999,11.0062062
9029,06/11/2016 12:00:00 AM,"2,016",6,Sáb,05:50:00:AM,Solo daños,Choque,CL 30 CR 18,,,1,-74.7864421,10.955067
9030,06/11/2016 12:00:00 AM,"2,016",6,Sáb,06:15:00:PM,Solo daños,Choque,CR 469 CL 87,,,1,-74.8228598,11.0029315
9031,06/11/2016 12:00:00 AM,"2,016",6,Sáb,07:00:00:PM,Solo daños,Choque,CLLE 110 CRA 3 SUR,,,1,,
9032,06/11/2016 12:00:00 AM,"2,016",6,Sáb,07:30:00:AM,Solo daños,Choque,CL 93 46 152,,,1,-74.82685459999998,11.0047118
9033,06/11/2016 12:00:00 AM,"2,016",6,Sáb,07:40:00:PM,Con heridos,Choque,CL 30 CR 6,1.0,,1,-74.7839529,10.9437969
9034,06/11/2016 12:00:00 AM,"2,016",6,Sáb,08:00:00:AM,Solo daños,Choque,CL 65 CR 45,,,1,-74.799463,10.9903651
9035,06/11/2016 12:00:00 AM,"2,016",6,Sáb,08:50:00:AM,Con heridos,Choque,CL 17 CR 17,1.0,,1,-74.77412890000001,10.9553234
9036,06/11/2016 12:00:00 AM,"2,016",6,Sáb,09:00:00:AM,Solo daños,Choque,CRA 50 CLLE 55,,,1,-74.7911984,10.9907159
9037,06/11/2016 12:00:00 AM,"2,016",6,Sáb,09:15:00:AM,Solo daños,Choque,CL 87 CR 73,,,1,-74.812145,11.020335300000001
9038,06/11/2016 12:00:00 AM,"2,016",6,Sáb,11:40:00:AM,Solo daños,Choque,CL 38 CR 37,,,1,-74.79430769999998,10.980561199999999
9039,06/11/2016 12:00:00 AM,"2,016",6,Sáb,12:20:00:PM,Solo daños,Choque,CL 30 CR 25,,,1,-74.78305689999998,10.9642545
9040,06/11/2016 12:00:00 AM,"2,016",6,Sáb,12:40:00:AM,Solo daños,Choque,CLLE 85 CRA 43,,,1,-74.8220195,10.9995719
9041,06/12/2016 12:00:00 AM,"2,016",6,Dom,01:00:00:AM,Solo daños,Choque,CR 49C CL 80,,,1,-74.81338170000001,11.0010288
9042,06/12/2016 12:00:00 AM,"2,016",6,Dom,01:00:00:PM,Con heridos,Atropello,CIRCUNVALAR ENTRADA A LA GRANJA,1.0,,1,-74.83382519999998,10.941715499999999
9043,06/12/2016 12:00:00 AM,"2,016",6,Dom,01:30:00:PM,Solo daños,Choque,AVENIDA 110 CRA 13,,,1,-74.83954759999999,10.963359599999999
9044,06/12/2016 12:00:00 AM,"2,016",6,Dom,02:20:00:PM,Con heridos,Choque,CRA 46 CLLE 61,1.0,,1,-74.7963852,10.9904898
9045,06/12/2016 12:00:00 AM,"2,016",6,Dom,02:30:00:AM,Solo daños,Choque,CR 43 CL 70,,,1,-74.80489820000001,10.9903972
9046,06/12/2016 12:00:00 AM,"2,016",6,Dom,03:30:00:AM,Solo daños,Choque,CL 84B CR 38,,,1,-74.8342722,10.982849900000001
9047,06/12/2016 12:00:00 AM,"2,016",6,Dom,06:10:00:PM,Solo daños,Choque,CL 54 CR 44,,,1,-74.7919646,10.9861824
9048,06/12/2016 12:00:00 AM,"2,016",6,Dom,09:30:00:AM,Solo daños,Choque,CL 90 CR 2,,,1,-74.8241118,10.9363179
9049,06/12/2016 12:00:00 AM,"2,016",6,Dom,12:00:00:PM,Solo daños,Choque,CLLE 76 CRA 42,,,1,-74.81365869999998,10.9923109
9050,06/13/2016 12:00:00 AM,"2,016",6,Lun,01:45:00:PM,Solo daños,Choque,CL 45 CR 17,,,1,-74.7962095,10.9556655
9051,06/13/2016 12:00:00 AM,"2,016",6,Lun,02:40:00:PM,Solo daños,Choque,CL 110 AV 40,,,1,-74.8372085,11.0194342
9052,06/13/2016 12:00:00 AM,"2,016",6,Lun,03:20:00:PM,Solo daños,Choque,CL 38 36 34,,,1,-74.7818528,10.9769269
9053,06/13/2016 12:00:00 AM,"2,016",6,Lun,04:30:00:AM,Solo daños,Choque,CLLE 94 CRA 53,,,1,-74.8233082,11.0126123
9054,06/13/2016 12:00:00 AM,"2,016",6,Lun,04:30:00:PM,Con heridos,Choque,CL 17 CR 30,2.0,,1,-74.77488029999998,10.9674284
9055,06/13/2016 12:00:00 AM,"2,016",6,Lun,05:20:00:PM,Solo daños,Choque,AV CORDIALIDAD CR 20,,,1,-74.796774,10.962118400000001
9056,06/13/2016 12:00:00 AM,"2,016",6,Lun,05:30:00:PM,Solo daños,Choque,VIA 40 CL 90,,,1,-74.80008149999998,11.0237244
