the_geom,name,description,No.,CODIGO,LATITUD,LONGITUD,ICONO
POINT (-74.8142506 10.9992163),CALLE 80 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 261<br>
<b>CODIGO:</b> 8046<br>
<b>LOCALIZACION:</b> CALLE 80 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9992163<br>
<b>LONGITUD:</b> -74.8142506<br>
<b>ICONO:</b> small_green
</div>",261,8046,10.9992163,-74.8142506,small_green
POINT (-74.8133817 11.0010288),CALLE 80 CON CARRERA 49C BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 262<br>
<b>CODIGO:</b> 8050<br>
<b>LOCALIZACION:</b> CALLE 80 CON CARRERA 49C BARRANQUILLA<br>
<b>LATITUD:</b> 11.0010288<br>
<b>LONGITUD:</b> -74.8133817<br>
<b>ICONO:</b> small_green
</div>",262,8050,11.0010288,-74.8133817,small_green
POINT (-74.8126246 11.0017022),CALLE 80 CON CARRERA 50 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 263<br>
<b>CODIGO:</b> 8050<br>
<b>LOCALIZACION:</b> CALLE 80 CON CARRERA 50 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0017022<br>
<b>LONGITUD:</b> -74.8126246<br>
<b>ICONO:</b> small_green
</div>",263,8050,11.0017022,-74.8126246,small_green
POINT (-74.8225333 10.989036),CALLE 80B CON CARRERA 42 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 265<br>
<b>CODIGO:</b> 8042<br>
<b>LOCALIZACION:</b> CALLE 80B CON CARRERA 42 BARRANQUILLA<br>
<b>LATITUD:</b> 10.989036<br>
<b>LONGITUD:</b> -74.8225333<br>
<b>ICONO:</b> small_green
</div>",265,8042,10.989036,-74.8225333,small_green
POINT (-74.8183497 10.996878),CALLE 82 CON CARRERA 42H BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 266<br>
<b>CODIGO:</b> 1349<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 42H BARRANQUILLA<br>
<b>LATITUD:</b> 10.996878<br>
<b>LONGITUD:</b> -74.8183497<br>
<b>ICONO:</b> small_green
</div>",266,1349,10.996878,-74.8183497,small_green
POINT (-74.817993 10.9976459),CALLE 82 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 267<br>
<b>CODIGO:</b> 1349<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9976459<br>
<b>LONGITUD:</b> -74.817993<br>
<b>ICONO:</b> small_green
</div>",267,1349,10.9976459,-74.817993,small_green
POINT (-74.81742 10.9990717),CALLE 82 CON CARRERA 44 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 268<br>
<b>CODIGO:</b> 1349<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 44 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9990717<br>
<b>LONGITUD:</b> -74.81742<br>
<b>ICONO:</b> small_green
</div>",268,1349,10.9990717,-74.81742,small_green
POINT (-74.8167568 11.0006369),CALLE 82 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 269<br>
<b>CODIGO:</b> 1229<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0006369<br>
<b>LONGITUD:</b> -74.8167568<br>
<b>ICONO:</b> small_green
</div>",269,1229,11.0006369,-74.8167568,small_green
POINT (-74.8164114 11.0013593),CALLE 82 CON CARRERA 47 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 270<br>
<b>CODIGO:</b> 1229<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 47 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0013593<br>
<b>LONGITUD:</b> -74.8164114<br>
<b>ICONO:</b> small_green
</div>",270,1229,11.0013593,-74.8164114,small_green
POINT (-74.8159369 11.0020827),CALLE 82 CON CARRERA 49C BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 271<br>
<b>CODIGO:</b> 1229<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 49C BARRANQUILLA<br>
<b>LATITUD:</b> 11.0020827<br>
<b>LONGITUD:</b> -74.8159369<br>
<b>ICONO:</b> small_green
</div>",271,1229,11.0020827,-74.8159369,small_green
POINT (-74.8154409 11.0029034),CALLE 82 CON CARRERA 50 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 272<br>
<b>CODIGO:</b> 8250<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 50 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0029034<br>
<b>LONGITUD:</b> -74.8154409<br>
<b>ICONO:</b> small_green
</div>",272,8250,11.0029034,-74.8154409,small_green
POINT (-74.814866 11.0037485),CALLE 82 CON CARRERA 51 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 273<br>
<b>CODIGO:</b> 8250<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 51 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0037485<br>
<b>LONGITUD:</b> -74.814866<br>
<b>ICONO:</b> small_green
</div>",273,8250,11.0037485,-74.814866,small_green
POINT (-74.8143788 11.0044963),CALLE 82 CON CARRERA 51B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 274<br>
<b>CODIGO:</b> 8252<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 51B BARRANQUILLA<br>
<b>LATITUD:</b> 11.0044963<br>
<b>LONGITUD:</b> -74.8143788<br>
<b>ICONO:</b> small_green
</div>",274,8252,11.0044963,-74.8143788,small_green
POINT (-74.813897 11.005283),CALLE 82 CON CARRERA 52 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 275<br>
<b>CODIGO:</b> 8252<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 52 BARRANQUILLA<br>
<b>LATITUD:</b> 11.005283<br>
<b>LONGITUD:</b> -74.813897<br>
<b>ICONO:</b> small_green
</div>",275,8252,11.005283,-74.813897,small_green
POINT (-74.8133269 11.0061612),CALLE 82 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 276<br>
<b>CODIGO:</b> 2231<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0061612<br>
<b>LONGITUD:</b> -74.8133269<br>
<b>ICONO:</b> small_green
</div>",276,2231,11.0061612,-74.8133269,small_green
POINT (-74.8127537 11.0070276),CALLE 82 CON CARRERA 55 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 277<br>
<b>CODIGO:</b> 2231<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 55 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0070276<br>
<b>LONGITUD:</b> -74.8127537<br>
<b>ICONO:</b> small_green
</div>",277,2231,11.0070276,-74.8127537,small_green
POINT (-74.8117652 11.0086374),CALLE 82 CON CARRERA 57 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 278<br>
<b>CODIGO:</b> 8257<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 57 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0086374<br>
<b>LONGITUD:</b> -74.8117652<br>
<b>ICONO:</b> small_green
</div>",278,8257,11.0086374,-74.8117652,small_green
POINT (-74.8114825 11.0094152),CALLE 82 CON CARRERA 58 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 279<br>
<b>CODIGO:</b> 8257<br>
<b>LOCALIZACION:</b> CALLE 82 CON CARRERA 58 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0094152<br>
<b>LONGITUD:</b> -74.8114825<br>
<b>ICONO:</b> small_green
</div>",279,8257,11.0094152,-74.8114825,small_green
POINT (-74.820031 10.9984431),CALLE 84 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 280<br>
<b>CODIGO:</b> 1347<br>
<b>LOCALIZACION:</b> CALLE 84 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9984431<br>
<b>LONGITUD:</b> -74.820031<br>
<b>ICONO:</b> small_green
</div>",280,1347,10.9984431,-74.820031,small_green
POINT (-74.81953 11.0000323),CALLE 84 CON CARRERA 44 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 281<br>
<b>CODIGO:</b> 1347<br>
<b>LOCALIZACION:</b> CALLE 84 CON CARRERA 44 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0000323<br>
<b>LONGITUD:</b> -74.81953<br>
<b>ICONO:</b> small_green
</div>",281,1347,11.0000323,-74.81953,small_green
POINT (-74.8190021 11.0016435),CALLE 84 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 282<br>
<b>CODIGO:</b> 1347<br>
<b>LOCALIZACION:</b> CALLE 84 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0016435<br>
<b>LONGITUD:</b> -74.8190021<br>
<b>ICONO:</b> small_green
</div>",282,1347,11.0016435,-74.8190021,small_green
POINT (-74.8187255 11.0023999),CALLE 84 CON CARRERA 47 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 283<br>
<b>CODIGO:</b> 1228<br>
<b>LOCALIZACION:</b> CALLE 84 CON CARRERA 47 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0023999<br>
<b>LONGITUD:</b> -74.8187255<br>
<b>ICONO:</b> small_green
</div>",283,1228,11.0023999,-74.8187255,small_green
POINT (-74.8183944 11.0031341),CALLE 84 CON CARRERA 49C BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 284<br>
<b>CODIGO:</b> 1228<br>
<b>LOCALIZACION:</b> CALLE 84 CON CARRERA 49C BARRANQUILLA<br>
<b>LATITUD:</b> 11.0031341<br>
<b>LONGITUD:</b> -74.8183944<br>
<b>ICONO:</b> small_green
</div>",284,1228,11.0031341,-74.8183944,small_green
POINT (-74.8179766 11.0040404),CALLE 84 CON CARRERA 50 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 285<br>
<b>CODIGO:</b> 1228<br>
<b>LOCALIZACION:</b> CALLE 84 CON CARRERA 50 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0040404<br>
<b>LONGITUD:</b> -74.8179766<br>
<b>ICONO:</b> small_green
</div>",285,1228,11.0040404,-74.8179766,small_green
POINT (-74.8175542 11.0049463),CALLE 84 CON CARRERA 51 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 286<br>
<b>CODIGO:</b> 8451<br>
<b>LOCALIZACION:</b> CALLE 84 CON CARRERA 51 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0049463<br>
<b>LONGITUD:</b> -74.8175542<br>
<b>ICONO:</b> small_green
</div>",286,8451,11.0049463,-74.8175542,small_green
POINT (-74.8132658 11.0093433),CALLE 84 CON CARRERA 57 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 290<br>
<b>CODIGO:</b> 8457<br>
<b>LOCALIZACION:</b> CALLE 84 CON CARRERA 57 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0093433<br>
<b>LONGITUD:</b> -74.8132658<br>
<b>ICONO:</b> small_green
</div>",290,8457,11.0093433,-74.8132658,small_green
POINT (-74.812532 11.0099045),CALLE 84 CON CARRERA 58 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 291<br>
<b>CODIGO:</b> 8457<br>
<b>LOCALIZACION:</b> CALLE 84 CON CARRERA 58 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0099045<br>
<b>LONGITUD:</b> -74.812532<br>
<b>ICONO:</b> small_green
</div>",291,8457,11.0099045,-74.812532,small_green
POINT (-74.8222857 10.9991116),CALLE 85 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 292<br>
<b>CODIGO:</b> 8543<br>
<b>LOCALIZACION:</b> CALLE 85 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 10.9991116<br>
<b>LONGITUD:</b> -74.8222857<br>
<b>ICONO:</b> small_green
</div>",292,8543,10.9991116,-74.8222857,small_green
POINT (-74.8210462 11.0023332),CALLE 85 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 293<br>
<b>CODIGO:</b> 2345<br>
<b>LOCALIZACION:</b> CALLE 85 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0023332<br>
<b>LONGITUD:</b> -74.8210462<br>
<b>ICONO:</b> small_green
</div>",293,2345,11.0023332,-74.8210462,small_green
POINT (-74.8203225 11.004017),CALLE 85 CON CARRERA 49C BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 294<br>
<b>CODIGO:</b> 8550<br>
<b>LOCALIZACION:</b> CALLE 85 CON CARRERA 49C BARRANQUILLA<br>
<b>LATITUD:</b> 11.004017<br>
<b>LONGITUD:</b> -74.8203225<br>
<b>ICONO:</b> small_green
</div>",294,8550,11.004017,-74.8203225,small_green
POINT (-74.8198862 11.0049151),CALLE 85 CON CARRERA 50 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 295<br>
<b>CODIGO:</b> 8550<br>
<b>LOCALIZACION:</b> CALLE 85 CON CARRERA 50 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0049151<br>
<b>LONGITUD:</b> -74.8198862<br>
<b>ICONO:</b> small_green
</div>",295,8550,11.0049151,-74.8198862,small_green
POINT (-74.8190697 11.0066005),CALLE 85 CON CARRERA 51B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 296<br>
<b>CODIGO:</b> 8553<br>
<b>LOCALIZACION:</b> CALLE 85 CON CARRERA 51B BARRANQUILLA<br>
<b>LATITUD:</b> 11.0066005<br>
<b>LONGITUD:</b> -74.8190697<br>
<b>ICONO:</b> small_green
</div>",296,8553,11.0066005,-74.8190697,small_green
POINT (-74.8182891 11.0072921),CALLE 85 CON CARRERA 52 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 297<br>
<b>CODIGO:</b> 8553<br>
<b>LOCALIZACION:</b> CALLE 85 CON CARRERA 52 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0072921<br>
<b>LONGITUD:</b> -74.8182891<br>
<b>ICONO:</b> small_green
</div>",297,8553,11.0072921,-74.8182891,small_green
POINT (-74.8171564 11.0078847),CALLE 85 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 298<br>
<b>CODIGO:</b> 8553<br>
<b>LOCALIZACION:</b> CALLE 85 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0078847<br>
<b>LONGITUD:</b> -74.8171564<br>
<b>ICONO:</b> small_green
</div>",298,8553,11.0078847,-74.8171564,small_green
POINT (-74.8146798 11.0108647),CALLE 85 CON CARRERA 58 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 299<br>
<b>CODIGO:</b> 8558<br>
<b>LOCALIZACION:</b> CALLE 85 CON CARRERA 58 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0108647<br>
<b>LONGITUD:</b> -74.8146798<br>
<b>ICONO:</b> small_green
</div>",299,8558,11.0108647,-74.8146798,small_green
POINT (-74.8136675 11.0122192),CALLE 85 CON CARRERA 59B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 300<br>
<b>CODIGO:</b> 8559<br>
<b>LOCALIZACION:</b> CALLE 85 CON CARRERA 59B BARRANQUILLA<br>
<b>LATITUD:</b> 11.0122192<br>
<b>LONGITUD:</b> -74.8136675<br>
<b>ICONO:</b> small_green
</div>",300,8559,11.0122192,-74.8136675,small_green
POINT (-74.8228939 11.00287),CALLE 87 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 304<br>
<b>CODIGO:</b> 2348<br>
<b>LOCALIZACION:</b> CALLE 87 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 11.00287<br>
<b>LONGITUD:</b> -74.8228939<br>
<b>ICONO:</b> small_green
</div>",304,2348,11.00287,-74.8228939,small_green
POINT (-74.8227352 11.0031539),CALLE 87 CON CARRERA 47 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 305<br>
<b>CODIGO:</b> 2348<br>
<b>LOCALIZACION:</b> CALLE 87 CON CARRERA 47 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0031539<br>
<b>LONGITUD:</b> -74.8227352<br>
<b>ICONO:</b> small_green
</div>",305,2348,11.0031539,-74.8227352,small_green
POINT (-74.82365 11.003161),CALLE 88 CON CARRERA 46 y 47 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 307<br>
<b>CODIGO:</b> 8846<br>
<b>LOCALIZACION:</b> CALLE 88 CON CARRERA 46 y 47 BARRANQUILLA<br>
<b>LATITUD:</b> 11.003161<br>
<b>LONGITUD:</b> -74.823650<br>
<b>ICONO:</b> small_green
</div>",307,8846,11.003161,-74.82365,small_green
POINT (-74.8194759 11.0106504),CALLE 89 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 308<br>
<b>CODIGO:</b> 1224<br>
<b>LOCALIZACION:</b> CALLE 89 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0106504<br>
<b>LONGITUD:</b> -74.8194759<br>
<b>ICONO:</b> small_green
</div>",308,1224,11.0106504,-74.8194759,small_green
POINT (-74.8244554 11.0035887),CALLE 90 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 309<br>
<b>CODIGO:</b> 9046<br>
<b>LOCALIZACION:</b> CALLE 90 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0035887<br>
<b>LONGITUD:</b> -74.8244554<br>
<b>ICONO:</b> small_green
</div>",309,9046,11.0035887,-74.8244554,small_green
POINT (-74.8222026 11.0080018),CALLE 90 CON CARRERA 51B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 310<br>
<b>CODIGO:</b> 1225<br>
<b>LOCALIZACION:</b> CALLE 90 CON CARRERA 51B BARRANQUILLA<br>
<b>LATITUD:</b> 11.0080018<br>
<b>LONGITUD:</b> -74.8222026<br>
<b>ICONO:</b> small_green
</div>",310,1225,11.0080018,-74.8222026,small_green
POINT (-74.8199757 11.0110048),CALLE 90 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 311<br>
<b>CODIGO:</b> 1224<br>
<b>LOCALIZACION:</b> CALLE 90 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0110048<br>
<b>LONGITUD:</b> -74.8199757<br>
<b>ICONO:</b> small_green
</div>",311,1224,11.0110048,-74.8199757,small_green
POINT (-74.8280803 11.0017702),CALLE 93 CON CARRERA 43 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 312<br>
<b>CODIGO:</b> 9343<br>
<b>LOCALIZACION:</b> CALLE 93 CON CARRERA 43 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0017702<br>
<b>LONGITUD:</b> -74.8280803<br>
<b>ICONO:</b> small_green
</div>",312,9343,11.0017702,-74.8280803,small_green
POINT (-74.827226 11.0038108),CALLE 93 CON CARRERA 45B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 313<br>
<b>CODIGO:</b> 1343<br>
<b>LOCALIZACION:</b> CALLE 93 CON CARRERA 45B BARRANQUILLA<br>
<b>LATITUD:</b> 11.0038108<br>
<b>LONGITUD:</b> -74.827226<br>
<b>ICONO:</b> small_green
</div>",313,1343,11.0038108,-74.827226,small_green
POINT (-74.8269129 11.0047043),CALLE 93 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 314<br>
<b>CODIGO:</b> 1343<br>
<b>LOCALIZACION:</b> CALLE 93 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0047043<br>
<b>LONGITUD:</b> -74.8269129<br>
<b>ICONO:</b> small_green
</div>",314,1343,11.0047043,-74.8269129,small_green
POINT (-74.8250597 11.0094407),CALLE 93 CON CARRERA 51B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 315<br>
<b>CODIGO:</b> 1220<br>
<b>LOCALIZACION:</b> CALLE 93 CON CARRERA 51B BARRANQUILLA<br>
<b>LATITUD:</b> 11.0094407<br>
<b>LONGITUD:</b> -74.8250597<br>
<b>ICONO:</b> small_green
</div>",315,1220,11.0094407,-74.8250597,small_green
POINT (-74.8246308 11.0106147),CALLE 94 CON CARRERA 52 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 316<br>
<b>CODIGO:</b> 9452<br>
<b>LOCALIZACION:</b> CALLE 94 CON CARRERA 52 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0106147<br>
<b>LONGITUD:</b> -74.8246308<br>
<b>ICONO:</b> small_green
</div>",316,9452,11.0106147,-74.8246308,small_green
POINT (-74.8233265 11.0126678),CALLE 94 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 317<br>
<b>CODIGO:</b> 1210<br>
<b>LOCALIZACION:</b> CALLE 94 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0126678<br>
<b>LONGITUD:</b> -74.8233265<br>
<b>ICONO:</b> small_green
</div>",317,1210,11.0126678,-74.8233265,small_green
POINT (-74.8293086 11.005801),CALLE 96 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 318<br>
<b>CODIGO:</b> 1339<br>
<b>LOCALIZACION:</b> CALLE 96 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 11.005801<br>
<b>LONGITUD:</b> -74.8293086<br>
<b>ICONO:</b> small_green
</div>",318,1339,11.005801,-74.8293086,small_green
POINT (-74.8286042 11.0109886),CALLE 98 CON CARRERA 51B BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 319<br>
<b>CODIGO:</b> 1214<br>
<b>LOCALIZACION:</b> CALLE 98 CON CARRERA 51B BARRANQUILLA<br>
<b>LATITUD:</b> 11.0109886<br>
<b>LONGITUD:</b> -74.8286042<br>
<b>ICONO:</b> small_green
</div>",319,1214,11.0109886,-74.8286042,small_green
POINT (-74.8278199 11.0120999),CALLE 98 CON CARRERA 52 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 320<br>
<b>CODIGO:</b> 9852<br>
<b>LOCALIZACION:</b> CALLE 98 CON CARRERA 52 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0120999<br>
<b>LONGITUD:</b> -74.8278199<br>
<b>ICONO:</b> small_green
</div>",320,9852,11.0120999,-74.8278199,small_green
POINT (-74.8263404 11.0138164),CALLE 98 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 321<br>
<b>CODIGO:</b> 1206<br>
<b>LOCALIZACION:</b> CALLE 98 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0138164<br>
<b>LONGITUD:</b> -74.8263404<br>
<b>ICONO:</b> small_green
</div>",321,1206,11.0138164,-74.8263404,small_green
POINT (-74.8273638 11.01447),CALLE 99 CON CARRERA 53 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 322<br>
<b>CODIGO:</b> 9953<br>
<b>LOCALIZACION:</b> CALLE 99 CON CARRERA 53 BARRANQUILLA<br>
<b>LATITUD:</b> 11.01447<br>
<b>LONGITUD:</b> -74.8273638<br>
<b>ICONO:</b> small_green
</div>",322,9953,11.01447,-74.8273638,small_green
POINT (-74.8262897 11.0160656),CALLE 99 CON CARRERA 56 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 323<br>
<b>CODIGO:</b> 9956<br>
<b>LOCALIZACION:</b> CALLE 99 CON CARRERA 56 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0160656<br>
<b>LONGITUD:</b> -74.8262897<br>
<b>ICONO:</b> small_green
</div>",323,9956,11.0160656,-74.8262897,small_green
POINT (-74.8338823 11.0080352),CALLE 100 CON CARRERA 46 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 1<br>
<b>CODIGO:</b> 10046<br>
<b>LOCALIZACION:</b> CALLE 100 CON CARRERA 46 BARRANQUILLA<br>
<b>LATITUD:</b> 11.0080352<br>
<b>LONGITUD:</b> -74.8338823<br>
<b>ICONO:</b> small_green
</div>",1,10046,11.0080352,-74.8338823,small_green
POINT (-74.801889 10.996044),CALLE 70 CON CARRERA 50,"<div class=""googft-info-window"">
<b>No.:</b> 324<br>
<b>CODIGO:</b> 7050<br>
<b>LOCALIZACION:</b> CALLE 70 CON CARRERA 50<br>
<b>LATITUD:</b> 10.996044 <br>
<b>LONGITUD:</b> -74.801889<br>
<b>ICONO:</b> small_green
</div>",324,7050,10.996044,-74.801889,small_green
POINT (-74.798119 10.992422),CALLE 64 CON CARRERA 47,"<div class=""googft-info-window"">
<b>No.:</b> 325<br>
<b>CODIGO:</b> 6447<br>
<b>LOCALIZACION:</b> CALLE 64 CON CARRERA 47<br>
<b>LATITUD:</b> 10.992422 <br>
<b>LONGITUD:</b> -74.798119<br>
<b>ICONO:</b> small_green
</div>",325,6447,10.992422,-74.798119,small_green
POINT (-74.821192 11.01501),CALLE 94 CON CARRERA 57 BARRANQUILLA,"<div class=""googft-info-window"">
<b>No.:</b> 221<br>
<b>CODIGO:</b> 9457<br>
<b>LOCALIZACION:</b> CALLE 94 CON CARRERA 57 BARRANQUILLA<br>
<b>LATITUD:</b> 11.015010<br>
<b>LONGITUD:</b> -74.821192<br>
<b>ICONO:</b> small_green
</div>",221,9457,11.01501,-74.821192,small_green
POINT (-74.805036 10.998793),CALLE 74 CON CARRERA 50,"<div class=""googft-info-window"">
<b>No.:</b> 222<br>
<b>CODIGO:</b> 7450<br>
<b>LOCALIZACION:</b> CALLE 74 CON CARRERA 50<br>
<b>LATITUD:</b> 10.998793	
<br>
<b>LONGITUD:</b> -74.805036	<br>
<b>ICONO:</b> small_green
</div>",222,7450,10.998793,-74.805036,small_green
